Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"System.Windows.StyleHelper.InvalidateContainerDependents(class System.Windows.DependencyObject,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ContainerDependent>&,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ContainerDependent>&,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ContainerDependent>&)",1,0,"0,11","0,00",
"System.Windows.StyleHelper.InvalidateDependents(class System.Windows.Style,class System.Windows.FrameworkTemplate,class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildPropertyDependent>&,bool)",12,0,"1,26","0,00",
"System.Windows.StyleHelper.InvalidatePropertiesOnTemplateNode(class System.Windows.DependencyObject,valuetype MS.Internal.FrameworkObject,int32,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildRecord>&,bool,class System.Windows.FrameworkElementFactory)",1,0,"0,11","0,00",
"System.Windows.StyleHelper.InvalidateResourceDependents(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,valuetype MS.Utility.FrugalStructList`1<valuetype System.Windows.ChildPropertyDependent>&,bool)",13,0,"1,37","0,00",
"System.Windows.StyleHelper.InvalidateResourceDependentsForChild(class System.Windows.DependencyObject,class System.Windows.DependencyObject,int32,valuetype System.Windows.ResourcesChangeInfo,class System.Windows.FrameworkTemplate)",1,0,"0,11","0,00",
"System.Windows.StyleHelper.UpdateStyleCache(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Windows.Style,class System.Windows.Style,class System.Windows.Style&)",1,0,"0,11","0,00",
"System.Windows.SystemParameters.get_ComboBoxAnimation()",1,0,"0,11","0,00",
"System.Windows.SystemResourceKey.get_Resource()",1,0,"0,11","0,00",
"System.Windows.SystemResources.FindResourceInternal(object,bool,bool)",2,0,"0,21","0,00",
"System.Windows.TemplateContent.ParseNode(class System.Xaml.XamlReader,class System.Windows.TemplateContent/StackOfFrames,class System.Collections.Generic.List`1<valuetype System.Windows.PropertyValue>,int32&,object&)",1,0,"0,11","0,00",
"System.Windows.TemplateContent.ParseNodes(class System.Windows.TemplateContent/StackOfFrames,class System.Collections.Generic.List`1<valuetype System.Windows.PropertyValue>,int32&)",1,0,"0,11","0,00",
"System.Windows.TemplateContent.ParseTree(class System.Windows.TemplateContent/StackOfFrames,class System.Collections.Generic.List`1<valuetype System.Windows.PropertyValue>,int32&)",1,0,"0,11","0,00",
"System.Windows.TemplateContent.ParseXaml()",1,0,"0,11","0,00",
"System.Windows.Threading.Dispatcher.GetMessage(valuetype System.Windows.Interop.MSG&,native int,int32,int32)",54,0,"5,68","0,00",
"System.Windows.Threading.Dispatcher.GetMessagePump()",6,0,"0,63","0,00",
"System.Windows.Threading.Dispatcher.InvokeAsyncImpl(class System.Windows.Threading.DispatcherOperation,valuetype System.Threading.CancellationToken)",5,0,"0,53","0,00",
"System.Windows.Threading.Dispatcher.LegacyBeginInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,class System.Delegate,object,int32)",10,0,"1,05","0,00",
"System.Windows.Threading.Dispatcher.ProcessQueue()",159,0,"16,74","0,00",
"System.Windows.Threading.Dispatcher.PromoteTimers(int32)",1,0,"0,11","0,00",
"System.Windows.Threading.Dispatcher.PushFrame(class System.Windows.Threading.DispatcherFrame)",516,0,"54,32","0,00",
"System.Windows.Threading.Dispatcher.PushFrameImpl(class System.Windows.Threading.DispatcherFrame)",516,0,"54,32","0,00",
"System.Windows.Threading.Dispatcher.Run()",516,0,"54,32","0,00",
"System.Windows.Threading.Dispatcher.SetPriority(class System.Windows.Threading.DispatcherOperation,valuetype System.Windows.Threading.DispatcherPriority)",1,0,"0,11","0,00",
"System.Windows.Threading.Dispatcher.ShutdownImpl()",1,0,"0,11","0,00",
"System.Windows.Threading.Dispatcher.ShutdownImplInSecurityContext(object)",1,0,"0,11","0,00",
"System.Windows.Threading.Dispatcher.ValidatePriority(valuetype System.Windows.Threading.DispatcherPriority,string)",1,0,"0,11","0,00",
"System.Windows.Threading.Dispatcher.WndProcHook(native int,int32,native int,native int,bool&)",161,0,"16,95","0,00",
"System.Windows.Threading.DispatcherOperation..ctor(class System.Windows.Threading.Dispatcher,class System.Delegate,valuetype System.Windows.Threading.DispatcherPriority,object,int32,class System.Windows.Threading.DispatcherOperationTaskSource,bool)",4,0,"0,42","0,00",
"System.Windows.Threading.DispatcherOperation.Abort()",2,0,"0,21","0,00",
"System.Windows.Threading.DispatcherOperation.Invoke()",155,0,"16,32","0,00",
"System.Windows.Threading.DispatcherOperation.InvokeImpl()",154,0,"16,21","0,00",
"System.Windows.Threading.DispatcherOperation.InvokeInSecurityContext(object)",154,0,"16,21","0,00",
"System.Windows.Threading.DispatcherOperation.set_Priority(valuetype System.Windows.Threading.DispatcherPriority)",1,0,"0,11","0,00",
"System.Windows.Threading.DispatcherOperationTaskSource`1.SetCanceled()",2,0,"0,21","0,00",
"System.Windows.Threading.DispatcherSynchronizationContext..ctor(class System.Windows.Threading.Dispatcher,valuetype System.Windows.Threading.DispatcherPriority)",2,0,"0,21","0,00",
"System.Windows.Threading.DispatcherTimer.FireTick(object)",5,0,"0,53","0,00",
"System.Windows.Threading.DispatcherTimer.Promote()",1,0,"0,11","0,00",
"System.Windows.Threading.DispatcherTimer.Restart()",1,0,"0,11","0,00",
"System.Windows.Threading.DispatcherTimer.Start()",1,0,"0,11","0,00",
"System.Windows.Threading.DispatcherTimer.Stop()",1,0,"0,11","0,00",
"System.Windows.Threading.ExceptionWrapper.InternalRealCall(class System.Delegate,object,int32)",495,0,"52,11","0,00",
"System.Windows.Threading.PriorityQueue`1.Enqueue(valuetype System.Windows.Threading.DispatcherPriority,!0)",3,0,"0,32","0,00",
"System.Windows.Threading.PriorityQueue`1.GetChain(valuetype System.Windows.Threading.DispatcherPriority)",3,0,"0,32","0,00",
"System.Windows.Threading.PriorityQueue`1.InsertItemInPriorityChain(class System.Windows.Threading.PriorityItem`1<!0>,class System.Windows.Threading.PriorityChain`1<!0>,class System.Windows.Threading.PriorityItem`1<!0>)",1,0,"0,11","0,00",
"System.Windows.TreeChangeInfo.CreateParentInheritableProperties(class System.Windows.DependencyObject,class System.Windows.DependencyObject,bool)",1,0,"0,11","0,00",
"System.Windows.TreeWalkHelper.InvalidateOnResourcesChange(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,valuetype System.Windows.ResourcesChangeInfo)",7,0,"0,74","0,00",
"System.Windows.TreeWalkHelper.InvalidateOnTreeChange(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Windows.DependencyObject,bool)",26,0,"2,74","0,00",
"System.Windows.TreeWalkHelper.InvalidateStyleAndReferences(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00",
"System.Windows.TreeWalkHelper.InvalidateStyleAndReferences(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",15,0,"1,58","0,00",
"System.Windows.TreeWalkHelper.InvalidateTreeDependentProperties(valuetype System.Windows.TreeChangeInfo,class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Windows.Style,class System.Windows.Style,valuetype System.Windows.ChildRecord&,bool,bool,bool)",8,0,"0,84","0,00",
"System.Windows.TreeWalkHelper.InvalidateTreeDependentProperty(valuetype System.Windows.TreeChangeInfo,class System.Windows.DependencyObject,valuetype MS.Internal.FrameworkObject&,class System.Windows.DependencyProperty,class System.Windows.FrameworkPropertyMetadata,class System.Windows.Style,class System.Windows.Style,valuetype System.Windows.ChildRecord&,bool,bool,bool)",6,0,"0,63","0,00",
"System.Windows.TreeWalkHelper.OnAncestorChanged(class System.Windows.DependencyObject,valuetype System.Windows.TreeChangeInfo,bool)",20,0,"2,11","0,00",
"System.Windows.TreeWalkHelper.OnInheritablePropertyChanged(class System.Windows.DependencyObject,valuetype System.Windows.InheritablePropertyChangeInfo,bool)",2,0,"0,21","0,00",
"System.Windows.TreeWalkHelper.OnResourcesChanged(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",1,0,"0,11","0,00",
"System.Windows.TreeWalkHelper.OnResourcesChanged(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",16,0,"1,68","0,00",
"System.Windows.TreeWalkHelper.OnResourcesChangedCallback(class System.Windows.DependencyObject,valuetype System.Windows.ResourcesChangeInfo,bool)",6,0,"0,63","0,00",
"System.Windows.UIElement.AddSynchronizedInputPostOpportunityHandler(class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,0,"0,11","0,00",
"System.Windows.UIElement.Arrange(valuetype System.Windows.Rect)",22,0,"2,32","0,00",
"System.Windows.UIElement.BuildRouteHelper(class System.Windows.DependencyObject,class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",43,0,"4,53","0,00",
"System.Windows.UIElement.ensureClip(valuetype System.Windows.Size)",1,0,"0,11","0,00",
"System.Windows.UIElement.Focus()",2,0,"0,21","0,00",
"System.Windows.UIElement.GetHitTestBounds()",2,0,"0,21","0,00",
"System.Windows.UIElement.HitTestCore(class System.Windows.Media.PointHitTestParameters)",3,0,"0,32","0,00",
"System.Windows.UIElement.InputHitTest(valuetype System.Windows.Point)",35,0,"3,68","0,00",
"System.Windows.UIElement.InputHitTest(valuetype System.Windows.Point,class System.Windows.IInputElement&,class System.Windows.IInputElement&,class System.Windows.Media.HitTestResult&)",58,0,"6,11","0,00",
"System.Windows.UIElement.InputHitTestFilterCallback(class System.Windows.DependencyObject)",6,0,"0,63","0,00",
"System.Windows.UIElement.InvalidateArrange()",1,0,"0,11","0,00",
"System.Windows.UIElement.InvalidateVisual()",1,0,"0,11","0,00",
"System.Windows.UIElement.Measure(valuetype System.Windows.Size)",26,0,"2,74","0,00",
"System.Windows.UIElement.OnCanExecuteThunk(object,class System.Windows.Input.CanExecuteRoutedEventArgs)",1,0,"0,11","0,00",
"System.Windows.UIElement.OnLostMouseCaptureThunk(object,class System.Windows.Input.MouseEventArgs)",1,0,"0,11","0,00",
"System.Windows.UIElement.OnMouseDownThunk(object,class System.Windows.Input.MouseButtonEventArgs)",9,0,"0,95","0,00",
"System.Windows.UIElement.OnMouseLeftButtonDownThunk(object,class System.Windows.Input.MouseButtonEventArgs)",9,0,"0,95","0,00",
"System.Windows.UIElement.OnMouseLeftButtonUpThunk(object,class System.Windows.Input.MouseButtonEventArgs)",166,0,"17,47","0,00",
"System.Windows.UIElement.OnMouseUpThunk(object,class System.Windows.Input.MouseButtonEventArgs)",166,0,"17,47","0,00",
"System.Windows.UIElement.OnPreviewCanExecuteThunk(object,class System.Windows.Input.CanExecuteRoutedEventArgs)",3,0,"0,32","0,00",
"System.Windows.UIElement.pushVisualEffects()",1,0,"0,11","0,00",
"System.Windows.UIElement.RaiseEvent(class System.Windows.RoutedEventArgs)",171,0,"18,00","0,00",
"System.Windows.UIElement.RaiseEvent(class System.Windows.RoutedEventArgs,bool)",254,0,"26,74","0,00",
"System.Windows.UIElement.RaiseEventImpl(class System.Windows.DependencyObject,class System.Windows.RoutedEventArgs)",253,0,"26,63","0,00",
"System.Windows.UIElement.RaiseTrustedEvent(class System.Windows.RoutedEventArgs)",248,0,"26,11","0,00",
"System.Windows.UIElement.ReleaseMouseCapture()",4,0,"0,42","0,00",
"System.Windows.UIElement.ReRaiseEventAs(class System.Windows.DependencyObject,class System.Windows.RoutedEventArgs,class System.Windows.RoutedEvent)",175,0,"18,42","0,00",
"System.Windows.UIElement.UpdateLayout()",4,0,"0,42","0,00",
"System.Windows.UIElement.updatePixelSnappingGuidelines()",1,0,"0,11","0,00",
"System.Windows.VisualStateManager.CopyStoryboardTargetProperties(class System.Windows.FrameworkElement,class System.Windows.Media.Animation.Timeline,class System.Windows.Media.Animation.Timeline)",1,0,"0,11","0,00",
"System.Windows.VisualStateManager.GenerateDynamicTransitionAnimations(class System.Windows.FrameworkElement,class System.Windows.VisualStateGroup,class System.Windows.VisualState,class System.Windows.VisualTransition)",1,0,"0,11","0,00",
"System.Windows.VisualStateManager.GenerateToAnimation(class System.Windows.FrameworkElement,class System.Windows.Media.Animation.Timeline,class System.Windows.Media.Animation.IEasingFunction,bool)",1,0,"0,11","0,00",
"System.Windows.VisualStateManager.GoToState(class System.Windows.FrameworkElement,string,bool)",1,0,"0,11","0,00",
"System.Windows.VisualStateManager.GoToStateCommon(class System.Windows.FrameworkElement,class System.Windows.FrameworkElement,string,bool)",1,0,"0,11","0,00",
"System.Windows.VisualStateManager.GoToStateInternal(class System.Windows.FrameworkElement,class System.Windows.FrameworkElement,class System.Windows.VisualStateGroup,class System.Windows.VisualState,bool)",1,0,"0,11","0,00",
"System.Windows.WeakEventManager.DeliverEvent(object,class System.EventArgs)",10,0,"1,05","0,00",
"System.Windows.WeakEventManager.ListenerList.DeliverEvent(object,class System.EventArgs,class System.Type)",9,0,"0,95","0,00",
"System.Windows.WeakEventManager.ListenerList.DeliverEvent(valuetype System.Windows.WeakEventManager/Listener&,object,class System.EventArgs,class System.Type)",9,0,"0,95","0,00",
"System.Windows.WeakEventManager.ListenerList`1.DeliverEvent(object,class System.EventArgs,class System.Type)",1,0,"0,11","0,00",
"System.Windows.Window.ArrangeOverride(valuetype System.Windows.Size)",9,0,"0,95","0,00",
"System.Windows.Window.CreateSourceWindow(bool)",1,0,"0,11","0,00",
"System.Windows.Window.CreateSourceWindowDuringShow()",1,0,"0,11","0,00",
"System.Windows.Window.HandleActivate(bool)",1,0,"0,11","0,00",
"System.Windows.Window.MeasureOverride(valuetype System.Windows.Size)",1,0,"0,11","0,00",
"System.Windows.Window.MeasureOverrideHelper(valuetype System.Windows.Size)",1,0,"0,11","0,00",
"System.Windows.Window.SafeCreateWindowDuringShow()",1,0,"0,11","0,00",
"System.Windows.Window.SetRootVisual()",1,0,"0,11","0,00",
"System.Windows.Window.SetRootVisualAndUpdateSTC()",1,0,"0,11","0,00",
"System.Windows.Window.SetupInitialState(float64,float64,float64,float64)",1,0,"0,11","0,00",
"System.Windows.Window.Show()",19,0,"2,00","0,00",
"System.Windows.Window.ShowDialog()",19,0,"2,00","0,00",
"System.Windows.Window.ShowHelper(object)",19,0,"2,00","0,00",
"System.Windows.Window.WmActivate(native int)",1,0,"0,11","0,00",
"System.Xaml.Schema.SafeReflectionInvoker.CreateInstance(class System.Type,object[])",12,0,"1,26","0,00",
"System.Xaml.Schema.SafeReflectionInvoker.CreateInstanceCritical(class System.Type,object[])",12,0,"1,26","0,00",
"System.Xaml.Schema.TypeReflector.ThreadSafeDictionary`2.TryGetValue(!0,!1&)",1,0,"0,11","0,00",
"System.Xaml.Schema.XamlTypeInvoker.AddToCollection(object,object)",2,0,"0,21","0,00",
"System.Xaml.Schema.XamlTypeInvoker.CreateInstance(object[])",12,0,"1,26","0,00",
"System.Xaml.XamlObjectWriter.Logic_ApplyPropertyValue(class MS.Internal.Xaml.Context.ObjectWriterContext,class System.Xaml.XamlMember,object,bool)",3,0,"0,32","0,00",
"System.Xaml.XamlObjectWriter.Logic_AssignProvidedValue(class MS.Internal.Xaml.Context.ObjectWriterContext)",2,0,"0,21","0,00",
"System.Xaml.XamlObjectWriter.Logic_CheckAssignmentToParentStart(class MS.Internal.Xaml.Context.ObjectWriterContext)",3,0,"0,32","0,00",
"System.Xaml.XamlObjectWriter.Logic_CreateAndAssignToParentStart(class MS.Internal.Xaml.Context.ObjectWriterContext)",16,0,"1,68","0,00",
"System.Xaml.XamlObjectWriter.Logic_DoAssignmentToParentCollection(class MS.Internal.Xaml.Context.ObjectWriterContext)",2,0,"0,21","0,00",
"System.Xaml.XamlObjectWriter.Logic_DoAssignmentToParentProperty(class MS.Internal.Xaml.Context.ObjectWriterContext)",5,0,"0,53","0,00",
"System.Xaml.XamlObjectWriter.Logic_EndInit(class MS.Internal.Xaml.Context.ObjectWriterContext)",2,0,"0,21","0,00",
"System.Xaml.XamlObjectWriter.Logic_ProvideValue(class MS.Internal.Xaml.Context.ObjectWriterContext)",1,0,"0,11","0,00",
"System.Xaml.XamlObjectWriter.OnBeforeProperties(object)",1,0,"0,11","0,00",
"System.Xaml.XamlObjectWriter.OnSetValue(object,class System.Xaml.XamlMember,object)",1,0,"0,11","0,00",
"System.Xaml.XamlObjectWriter.WriteEndMember()",4,0,"0,42","0,00",
"System.Xaml.XamlObjectWriter.WriteEndObject()",5,0,"0,53","0,00",
"System.Xaml.XamlObjectWriter.WriteStartMember(class System.Xaml.XamlMember)",13,0,"1,37","0,00",
"System.Xaml.XamlObjectWriter.WriteStartObject(class System.Xaml.XamlType)",1,0,"0,11","0,00",
"System.Xaml.XamlType.GetMember(string)",1,0,"0,11","0,00",
"System.Xaml.XamlWriter.WriteNode(class System.Xaml.XamlReader)",19,0,"2,00","0,00",
"Unknown",924,0,"97,26","0,00",
